date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-25,CE,Quixadá,city,22,0,29,False,87728.0,88321.0,2311306.0,24.90914,0.0
2020-04-24,CE,Quixadá,city,22,0,28,False,87728.0,88321.0,2311306.0,24.90914,0.0
2020-04-23,CE,Quixadá,city,20,0,27,False,87728.0,88321.0,2311306.0,22.64467,0.0
2020-04-22,CE,Quixadá,city,19,0,26,False,87728.0,88321.0,2311306.0,21.51244,0.0
2020-04-21,CE,Quixadá,city,18,0,25,False,87728.0,88321.0,2311306.0,20.3802,0.0
2020-04-20,CE,Quixadá,city,18,0,24,False,87728.0,88321.0,2311306.0,20.3802,0.0
2020-04-19,CE,Quixadá,city,18,0,23,False,87728.0,88321.0,2311306.0,20.3802,0.0
2020-04-18,CE,Quixadá,city,15,0,22,False,87728.0,88321.0,2311306.0,16.9835,0.0
2020-04-17,CE,Quixadá,city,13,0,21,False,87728.0,88321.0,2311306.0,14.71904,0.0
2020-04-16,CE,Quixadá,city,11,0,20,False,87728.0,88321.0,2311306.0,12.45457,0.0
2020-04-15,CE,Quixadá,city,10,0,19,False,87728.0,88321.0,2311306.0,11.32234,0.0
2020-04-14,CE,Quixadá,city,9,0,18,False,87728.0,88321.0,2311306.0,10.1901,0.0
2020-04-13,CE,Quixadá,city,7,0,17,False,87728.0,88321.0,2311306.0,7.92563,0.0
2020-04-12,CE,Quixadá,city,7,0,16,False,87728.0,88321.0,2311306.0,7.92563,0.0
2020-04-11,CE,Quixadá,city,7,0,15,False,87728.0,88321.0,2311306.0,7.92563,0.0
2020-04-10,CE,Quixadá,city,6,0,14,False,87728.0,88321.0,2311306.0,6.7934,0.0
2020-04-09,CE,Quixadá,city,6,0,13,False,87728.0,88321.0,2311306.0,6.7934,0.0
2020-04-08,CE,Quixadá,city,6,0,12,False,87728.0,88321.0,2311306.0,6.7934,0.0
2020-04-07,CE,Quixadá,city,4,0,11,False,87728.0,88321.0,2311306.0,4.52893,0.0
2020-04-06,CE,Quixadá,city,4,0,10,False,87728.0,88321.0,2311306.0,4.52893,0.0
2020-04-05,CE,Quixadá,city,4,0,9,False,87728.0,88321.0,2311306.0,4.52893,0.0
2020-04-04,CE,Quixadá,city,2,0,8,False,87728.0,88321.0,2311306.0,2.26447,0.0
2020-04-03,CE,Quixadá,city,2,0,7,False,87728.0,88321.0,2311306.0,2.26447,0.0
2020-04-02,CE,Quixadá,city,2,0,6,False,87728.0,88321.0,2311306.0,2.26447,0.0
2020-04-01,CE,Quixadá,city,2,0,5,False,87728.0,88321.0,2311306.0,2.26447,0.0
2020-03-31,CE,Quixadá,city,2,0,4,False,87728.0,88321.0,2311306.0,2.26447,0.0
2020-03-30,CE,Quixadá,city,2,0,3,False,87728.0,88321.0,2311306.0,2.26447,0.0
2020-03-29,CE,Quixadá,city,2,0,2,False,87728.0,88321.0,2311306.0,2.26447,0.0
2020-03-28,CE,Quixadá,city,2,0,1,False,87728.0,88321.0,2311306.0,2.26447,0.0
